"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0035166","post-embryonic hemopoiesis",0.000571422624215563,15,12.2207975805126,5.03349939073529e-12,2.25802782668385e-08,300252,2,5,2.63943661971831,0.167621992675269,0.39827979827397
"GO:1902882","regulation of response to oxidative stress",0.00449981428855909,36,3.72454849501791,5.77028694597484e-11,1.29427536198216e-07,373585,9,24,2.47447183098592,0.00624794564602779,0.0693021948602118
"GO:0038001","paracrine signaling",0.000832483272392221,16,8.94767476863503,9.33453599441376e-11,1.39582428236467e-07,205162,3,5,3.95915492957747,0.0273483924569175,0.154709821641528
"GO:1900407","regulation of cellular response to oxidative stress",0.00314498814688408,29,4.2928400579419,1.73989770469201e-10,1.95129527581209e-07,429695,6,16,2.47447183098592,0.0246026112528109,0.15019235618946
"GO:0072595","maintenance of protein localization in organelle",0.00176496934326856,21,5.53921027021577,7.11335702148957e-10,5.75974202708733e-07,310463,3,22,0.899807938540333,0.669303783925117,0.832908480046082
"GO:0046984","regulation of hemoglobin biosynthetic process",0.000696101981841054,14,9.36312644591926,7.70362286280071e-10,5.75974202708733e-07,318770,1,6,1.09976525821596,0.627022687456972,0.807442204460544
"GO:0051793","medium-chain fatty acid catabolic process",0.000431596144821976,11,11.8653581408897,4.56889655479446e-09,2.65990608491049e-06,295852,2,5,2.63943661971831,0.167621992675269,0.39827979827397
"GO:1904995","negative regulation of leukocyte adhesion to vascular endothelial cell",0.00126022530922551,17,6.28009837763801,4.74347942025946e-09,2.65990608491049e-06,290506,3,5,3.95915492957747,0.0273483924569175,0.154709821641528
"GO:0051457","maintenance of protein location in nucleus",0.000998952545500519,15,6.99056251962878,9.36730331651934e-09,4.66908029754509e-06,200073,2,13,1.01516793066089,0.607866305976978,0.792494914623846
"GO:0002071","glandular epithelial cell maturation",0.00086133774223832,14,7.56693983743884,1.09585487610329e-08,4.91600497419936e-06,210844,1,5,1.31971830985915,0.560374895870005,0.761770237234195
"GO:0070570","regulation of neuron projection regeneration",0.00409453082981503,30,3.41100874005589,1.52170951246354e-08,6.15826523498262e-06,196661,9,25,2.37549295774648,0.00847175778776569,0.0846421056479218
"GO:0048679","regulation of axon regeneration",0.00391361923500901,29,3.44973036158572,2.06690124855609e-08,6.15826523498262e-06,195768,8,23,2.29516227801592,0.0160507443141787,0.122040066090518
"GO:0002069","columnar/cuboidal epithelial cell maturation",0.000907252877302378,14,7.18398479441856,2.07070228388258e-08,6.15826523498262e-06,210844,1,8,0.824823943661972,0.731548580242845,0.862250901463322
"GO:0034115","negative regulation of heterotypic cell-cell adhesion",0.000911646056015816,14,7.14936551551285,2.19643878198221e-08,6.15826523498262e-06,318770,1,7,0.942655935613682,0.683570603729778,0.837750312967698
"GO:0070586","cell-cell adhesion involved in gastrulation",0.000911646056015816,14,7.14936551551285,2.19643878198221e-08,6.15826523498262e-06,318770,1,7,0.942655935613682,0.683570603729778,0.837750312967698
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation",0.000911646056015816,14,7.14936551551285,2.19643878198221e-08,6.15826523498262e-06,318770,1,7,0.942655935613682,0.683570603729778,0.837750312967698
"GO:0001542","ovulation from ovarian follicle",0.00109476122062653,15,6.37877930994593,3.0599367808286e-08,8.07463317576299e-06,197217,2,7,1.88531187122736,0.287735189820137,0.538273586961274
"GO:0032682","negative regulation of chemokine production",0.00227551345405689,21,4.29640892494795,5.28199119970938e-08,1.31638958454979e-05,263099,7,17,2.71706710853355,0.00872230671691865,0.0861856121852359
"GO:0003085","negative regulation of systemic arterial blood pressure",0.00259379215880964,22,3.94869173549373,1.07991060132154e-07,2.54972576712022e-05,184477,5,17,1.94076222038111,0.102063849450796,0.314596170328174
"GO:0051898","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.00611230948139478,36,2.74197119555674,1.31527777989647e-07,2.95016806030779e-05,342260,9,46,1.29102878138396,0.255169658537977,0.507234152531851
"GO:1902883","negative regulation of response to oxidative stress",0.001628442138837,17,4.86006762609186,1.77698422153413e-07,3.69180154174028e-05,511463,3,7,2.82796780684105,0.075637808222748,0.264261065176984
"GO:0032507","maintenance of protein location in cell",0.00409687851209418,28,3.18178381711453,1.81051346228903e-07,3.69180154174028e-05,292357,8,35,1.50824949698189,0.149799371163969,0.376673849812627
"GO:0071447","cellular response to hydroperoxide",0.00224850812739863,20,4.14096211223857,1.92527653996181e-07,3.70976902807386e-05,469666,4,9,2.93270735524257,0.0350632028339895,0.178865020874711
"GO:0032688","negative regulation of interferon-beta production",0.00037863886362342,9,11.0658058023473,2.04114528031664e-07,3.70976902807386e-05,98133,3,11,1.79961587708067,0.225845872750323,0.471291312477875
"GO:0022602","ovulation cycle process",0.00541863039053048,33,2.83524200478196,2.06741475037553e-07,3.70976902807386e-05,221561,11,34,2.13483844241922,0.00928971033399661,0.0898138805135966
"GO:0045760","positive regulation of action potential",0.00146870517004313,16,5.07167110433462,2.31760797274488e-07,3.99876514066674e-05,113472,4,6,4.39906103286385,0.00610268275836578,0.0684415871350722
"GO:0006809","nitric oxide biosynthetic process",0.00664509645191215,37,2.59218598393513,3.38241834189235e-07,5.61982543767744e-05,230360,14,52,1.77654387865655,0.0199929103405144,0.136320117631584
"GO:0002357","defense response to tumor cell",0.00135062075952984,15,5.17039307606569,4.3043512472496e-07,6.74954711551974e-05,298408,2,11,1.19974391805378,0.513779646204235,0.723563277990742
"GO:0050847","progesterone receptor signaling pathway",0.00135211142293748,15,5.16469286850081,4.36328279870871e-07,6.74954711551974e-05,212463,2,10,1.31971830985915,0.461428051030797,0.682256505248567
"GO:0032717","negative regulation of interleukin-8 production",0.00155031426292058,16,4.80469653788909,4.68233058902446e-07,7.00164500745457e-05,280205,3,13,1.52275189599133,0.313899464180142,0.56191260826501
"GO:0001710","mesodermal cell fate commitment",0.00311149550711797,23,3.44131462983501,5.93380369931605e-07,8.586788191978e-05,262299,4,15,1.75962441314554,0.18204521882478,0.416168399932309
"GO:0045185","maintenance of protein location",0.00489323278714075,30,2.85424402526502,6.30094401655213e-07,8.83313589320401e-05,278936,10,42,1.5710932260228,0.0931750366748357,0.30005973763339
"GO:0014745","negative regulation of muscle adaptation",0.00140995546807448,15,4.95280906495609,7.29528149367164e-07,9.91444262818008e-05,301273,2,8,1.64964788732394,0.347724768138305,0.590552263786425
"GO:0008585","female gonad development",0.0126761224445514,56,2.05668283932813,7.51428999906649e-07,9.91444262818008e-05,300889,25,77,2.14239985366746,0.000107501696340916,0.00554313344580862
"GO:0002068","glandular epithelial cell development",0.00162125272776767,16,4.59446540574273,8.32254669814583e-07,0.000106671269965378,191848,3,10,1.97957746478873,0.183778332649555,0.416168399932309
"GO:0060745","mammary gland branching involved in pregnancy",0.00146955318188499,15,4.75194794550157,1.20670112524788e-06,0.00014925719461314,201702,2,5,2.63943661971831,0.167621992675269,0.39827979827397
"GO:0048511","rhythmic process",0.0342878343860885,117,1.58858891843914,1.23105577367057e-06,0.00014925719461314,206582,54,226,1.57665461797333,0.000337363328299597,0.0109667528315362
"GO:0033194","response to hydroperoxide",0.00254547890210037,20,3.65785273526935,1.26947893089355e-06,0.000149865328526012,469666,4,18,1.46635367762128,0.286287370133763,0.538273586961274
"GO:0046209","nitric oxide metabolic process",0.00742508135126665,38,2.38258335442436,1.71239548574388e-06,0.000191573112873151,224409,15,59,1.6776080210074,0.0271632875754681,0.154709821641528
